date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:53:32	604/604	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2020%20Mar%202017%2009:33:10%20GMT	https://www.zebranomobilya.com.tr/robots.txt		(from )
16:53:34	73822/73822	---MCZ	200	added ('OK')	text/html	date:Mon,%2002%20Mar%202020%2011:23:33%20GMT	https://www.zebranomobilya.com.tr/en/index.php/yemek-odalari/	C:/Users/user/Desktop/vv/www.zebranomobilya.com.tr/en/index.php/yemek-odalari/index.html	(from )
16:53:35	6989/6989	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e32e382-1b4d%22	http://www.smartsuppchat.com/loader.js?	C:/Users/user/Desktop/vv/www.smartsuppchat.com/loaderd41d.js	(from https://www.zebranomobilya.com.tr/en/index.php/yemek-odalari/)
16:53:35	45229/45229	---MC-	200	added ('OK')	text/javascript	date:Thu,%2006%20Feb%202020%2000:21:02%20GMT	https://www.google-analytics.com/analytics.js	C:/Users/user/Desktop/vv/www.google-analytics.com/analytics.js	(from https://www.zebranomobilya.com.tr/en/index.php/yemek-odalari/)
16:53:35	35463/35463	---MCZ	200	added ('OK')	text/css	etag:W/%228a87-54b39f4a15b1f%22	https://www.zebranomobilya.com.tr/en/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.2.6	C:/Users/user/Desktop/vv/www.zebranomobilya.com.tr/en/wp-content/plugins/revslider/public/assets/css/settings5223.css	(from https://www.zebranomobilya.com.tr/en/index.php/yemek-odalari/)
16:53:36	1585/1585	---MCZ	200	added ('OK')	text/css	etag:W/%22631-54b37f1a4da12%22	https://www.zebranomobilya.com.tr/en/wp-content/themes/photonic/css/verticalmenu.css?ver=4.6.17	C:/Users/user/Desktop/vv/www.zebranomobilya.com.tr/en/wp-content/themes/photonic/css/verticalmenua970.css	(from https://www.zebranomobilya.com.tr/en/index.php/yemek-odalari/)
16:53:36	437746/437746	---MCZ	200	added ('OK')	text/css	etag:W/%226adf2-54b37e77196a3%22	https://www.zebranomobilya.com.tr/en/wp-content/themes/photonic/style.css?ver=screen	C:/Users/user/Desktop/vv/www.zebranomobilya.com.tr/en/wp-content/themes/photonic/style8449.css	(from https://www.zebranomobilya.com.tr/en/index.php/yemek-odalari/)
16:53:36	24862/24862	---MCZ	200	added ('OK')	text/css	etag:W/%22611e-54b39ee1e06af%22	https://www.zebranomobilya.com.tr/en/wp-content/themes/photonic/js/videojs/video-js.css?ver=4.6.17	C:/Users/user/Desktop/vv/www.zebranomobilya.com.tr/en/wp-content/themes/photonic/js/videojs/video-jsa970.css	(from https://www.zebranomobilya.com.tr/en/index.php/yemek-odalari/)
16:53:37	5972/5972	---MCZ	200	added ('OK')	text/css	etag:W/%221754-54b39e3264dbb%22	https://www.zebranomobilya.com.tr/en/wp-content/themes/photonic/css/owlcarousel/owl.carousel.css?ver=4.6.17	C:/Users/user/Desktop/vv/www.zebranomobilya.com.tr/en/wp-content/themes/photonic/css/owlcarousel/owl.carousela970.css	(from https://www.zebranomobilya.com.tr/en/index.php/yemek-odalari/)
16:53:37	24299/24299	---MCZ	200	added ('OK')	text/css	etag:W/%225eeb-54b39f712f51e%22	https://www.zebranomobilya.com.tr/en/wp-content/themes/photonic/js/lightbox/css/lightgallery.css?ver=4.6.17	C:/Users/user/Desktop/vv/www.zebranomobilya.com.tr/en/wp-content/themes/photonic/js/lightbox/css/lightgallerya970.css	(from https://www.zebranomobilya.com.tr/en/index.php/yemek-odalari/)
